# Transcripts with >= 50% unmappable exonic bases (k24 unique mappability)
# Input: k24.Unique.Mappability.bb
# GTF: gencode.v48.annotation.filtered_pc_withCDS.gtf
# Total transcripts scored: 111925
# Transcripts flagged for removal: 2923
# transcript_id	gene_id	frac_unmappable
ENST00000392348	ENSG00000029363	0.6379
ENST00000392886	ENSG00000213218	0.7001
ENST00000392948	ENSG00000273213	0.5705
ENST00000392963	ENSG00000219481	0.6684
ENST00000392984	ENSG00000152076	0.5691
ENST00000393165	ENSG00000144134	0.6789
ENST00000393166	ENSG00000144134	0.7433
ENST00000393167	ENSG00000144134	0.6283
ENST00000393283	ENSG00000015568	1.0000
ENST00000393304	ENSG00000172780	0.8113
ENST00000393305	ENSG00000172780	0.8142
ENST00000393307	ENSG00000172780	0.8166
ENST00000393308	ENSG00000172780	0.8185
ENST00000393436	ENSG00000127314	0.6193
ENST00000393465	ENSG00000176681	0.9478
ENST00000393552	ENSG00000157423	0.8350
ENST00000393567	ENSG00000157423	0.5217
ENST00000393701	ENSG00000157322	0.8742
ENST00000393985	ENSG00000197620	0.5804
ENST00000394860	ENSG00000188372	0.6003
ENST00000395138	ENSG00000261052	0.9744
ENST00000395244	ENSG00000155428	0.9285
ENST00000395270	ENSG00000196313	0.6689
ENST00000395510	ENSG00000151239	0.5745
ENST00000395526	ENSG00000188611	0.5215
ENST00000395587	ENSG00000184110	0.9860
ENST00000395590	ENSG00000079974	0.6882
ENST00000395591	ENSG00000079974	0.6366
ENST00000395593	ENSG00000079974	0.6762
ENST00000395595	ENSG00000079974	0.6722
ENST00000395598	ENSG00000079974	0.6385
ENST00000395635	ENSG00000154016	0.6127
ENST00000395665	ENSG00000171931	0.6175
ENST00000395667	ENSG00000241322	0.6946
ENST00000395727	ENSG00000204179	0.6734
ENST00000395893	ENSG00000187607	0.5489
ENST00000395894	ENSG00000187607	0.5980
ENST00000395906	ENSG00000241322	0.5272
ENST00000395948	ENSG00000164924	0.5308
ENST00000395951	ENSG00000164924	0.5954
ENST00000395953	ENSG00000164924	0.5825
ENST00000396401	ENSG00000187735	0.5394
ENST00000396442	ENSG00000197822	0.6944
ENST00000396466	ENSG00000147604	0.6864
ENST00000396570	ENSG00000196946	0.6367
ENST00000396923	ENSG00000168781	0.5818
ENST00000397071	ENSG00000187630	0.5282
ENST00000397797	ENSG00000206172	0.7262
ENST00000397806	ENSG00000188536	0.7271
ENST00000397827	ENSG00000166664	0.9166
ENST00000398106	ENSG00000204677	0.6918
ENST00000398132	ENSG00000160202	1.0000
ENST00000398133	ENSG00000160202	0.9433
ENST00000398146	ENSG00000185304	0.9761
ENST00000398158	ENSG00000160200	0.9812
ENST00000398165	ENSG00000160200	0.9816
ENST00000398193	ENSG00000187627	0.9937
ENST00000398344	ENSG00000099977	0.5504
ENST00000398379	ENSG00000272391	0.6783
ENST00000398462	ENSG00000164871	0.8076
ENST00000398477	ENSG00000214518	0.6317
ENST00000398578	ENSG00000214558	0.8475
ENST00000398664	ENSG00000205456	0.7418
ENST00000398682	ENSG00000183632	1.0000
ENST00000398729	ENSG00000169059	0.9183
ENST00000398944	ENSG00000205609	0.9843
ENST00000399012	ENSG00000182378	1.0000
ENST00000399044	ENSG00000214819	0.6489
ENST00000399273	ENSG00000170160	0.8250
ENST00000399284	ENSG00000180509	0.6471
ENST00000399286	ENSG00000180509	0.7823
ENST00000399289	ENSG00000180509	0.8846
ENST00000399292	ENSG00000205670	1.0000
ENST00000399295	ENSG00000205670	1.0000
ENST00000399299	ENSG00000205670	1.0000
ENST00000399336	ENSG00000103226	0.9493
ENST00000399339	ENSG00000099290	0.7344
ENST00000399494	ENSG00000189403	0.6825
ENST00000400079	ENSG00000232948	1.0000
ENST00000400085	ENSG00000215343	0.9460
ENST00000400120	ENSG00000215356	0.8492
ENST00000400125	ENSG00000178287	1.0000
ENST00000400154	ENSG00000215371	1.0000
ENST00000400156	ENSG00000215372	0.5198
ENST00000400368	ENSG00000188155	0.5363
ENST00000400377	ENSG00000160223	0.9542
ENST00000400379	ENSG00000160223	0.8985
ENST00000400380	ENSG00000100031	0.6177
ENST00000400382	ENSG00000100031	0.6114
ENST00000400457	ENSG00000099715	0.5940
ENST00000400841	ENSG00000205755	1.0000
ENST00000400877	ENSG00000176809	0.5991
ENST00000400889	ENSG00000215784	0.9430
ENST00000401096	ENSG00000008128	0.8111
ENST00000401522	ENSG00000166664	0.9190
ENST00000401885	ENSG00000100031	0.8409
ENST00000402588	ENSG00000099984	0.8858
ENST00000403107	ENSG00000169402	0.9444
ENST00000403683	ENSG00000203852	1.0000
ENST00000403754	ENSG00000099977	1.0000
ENST00000403838	ENSG00000100031	0.8509
ENST00000404077	ENSG00000169402	0.9425
ENST00000404172	ENSG00000133433	0.8681
ENST00000404223	ENSG00000100031	0.8288
ENST00000404249	ENSG00000008128	0.6361
ENST00000404406	ENSG00000155026	0.9433
ENST00000404530	ENSG00000162959	0.5277
ENST00000404532	ENSG00000100031	0.8230
ENST00000404920	ENSG00000100031	0.8432
ENST00000405044	ENSG00000189375	0.5329
ENST00000405158	ENSG00000173432	0.5037
ENST00000405239	ENSG00000188120	1.0000
ENST00000405415	ENSG00000155026	0.9451
ENST00000405679	ENSG00000227488	1.0000
ENST00000406022	ENSG00000147403	0.5963
ENST00000406376	ENSG00000171863	0.5043
ENST00000406787	ENSG00000169519	0.5321
ENST00000406881	ENSG00000102290	0.5941
ENST00000407249	ENSG00000248333	0.5966
ENST00000407364	ENSG00000169519	0.5482
ENST00000407780	ENSG00000160223	0.9373
ENST00000407834	ENSG00000185176	0.6879
ENST00000408999	ENSG00000196862	0.8361
ENST00000409115	ENSG00000187514	0.6716
ENST00000409128	ENSG00000152076	0.7047
ENST00000409226	ENSG00000082153	0.5947
ENST00000409234	ENSG00000152076	0.5786
ENST00000409310	ENSG00000183281	1.0000
ENST00000409560	ENSG00000183305	1.0000
ENST00000409602	ENSG00000222038	0.9315
ENST00000409683	ENSG00000187514	0.6581
ENST00000409750	ENSG00000169629	0.8775
ENST00000409795	ENSG00000183281	0.9480
ENST00000409801	ENSG00000183281	0.9403
ENST00000409842	ENSG00000144134	0.6347
ENST00000409856	ENSG00000163040	0.5504
ENST00000409867	ENSG00000163046	0.6279
ENST00000409875	ENSG00000144134	0.6976
ENST00000409886	ENSG00000153165	0.8577
ENST00000409914	ENSG00000196604	0.8093
ENST00000409943	ENSG00000152076	0.5485
ENST00000410005	ENSG00000222018	1.0000
ENST00000410061	ENSG00000222014	0.5574
ENST00000410086	ENSG00000125551	0.9598
ENST00000410108	ENSG00000177951	0.6389
ENST00000411750	ENSG00000223572	1.0000
ENST00000411858	ENSG00000146574	0.9212
ENST00000411935	ENSG00000170379	0.9219
ENST00000412097	ENSG00000174748	0.5907
ENST00000412128	ENSG00000187514	0.5307
ENST00000412290	ENSG00000198223	1.0000
ENST00000412516	ENSG00000169084	1.0000
ENST00000412531	ENSG00000204149	0.7154
ENST00000412658	ENSG00000100031	0.5155
ENST00000412718	ENSG00000214562	0.8656
ENST00000412733	ENSG00000197172	0.5742
ENST00000412898	ENSG00000100031	0.5848
ENST00000412988	ENSG00000255104	0.5082
ENST00000413359	ENSG00000143702	0.8327
ENST00000413424	ENSG00000100380	0.5397
ENST00000413453	ENSG00000223572	0.8575
ENST00000413456	ENSG00000143977	0.5075
ENST00000413468	ENSG00000015568	1.0000
ENST00000413505	ENSG00000079974	1.0000
ENST00000413545	ENSG00000144134	0.6097
ENST00000413601	ENSG00000256671	1.0000
ENST00000413620	ENSG00000269335	0.7018
ENST00000413999	ENSG00000185176	0.7976
ENST00000414303	ENSG00000243480	0.9426
ENST00000414322	ENSG00000185176	0.9047
ENST00000414771	ENSG00000112031	0.7807
ENST00000414820	ENSG00000144199	0.6345
ENST00000414829	ENSG00000169756	0.7950
ENST00000415041	ENSG00000227551	1.0000
ENST00000415044	ENSG00000223572	1.0000
ENST00000415337	ENSG00000182378	1.0000
ENST00000415397	ENSG00000234545	0.7127
ENST00000415464	ENSG00000232423	0.9733
ENST00000415475	ENSG00000013573	0.5980
ENST00000415508	ENSG00000205916	1.0000
ENST00000415641	ENSG00000196427	0.7867
ENST00000415833	ENSG00000243716	0.9806
ENST00000415858	ENSG00000230594	1.0000
ENST00000415919	ENSG00000204505	0.8625
ENST00000415922	ENSG00000181315	0.8325
ENST00000415933	ENSG00000196262	0.6698
ENST00000416357	ENSG00000180509	0.8844
ENST00000416503	ENSG00000136682	0.7940
ENST00000416762	ENSG00000063046	0.5441
ENST00000416841	ENSG00000179304	1.0000
ENST00000417004	ENSG00000204179	0.7690
ENST00000417085	ENSG00000168781	1.0000
ENST00000417145	ENSG00000100121	0.5735
ENST00000417171	ENSG00000174827	0.7351
ENST00000417212	ENSG00000221867	0.5698
ENST00000417235	ENSG00000183747	0.5346
ENST00000417256	ENSG00000226600	1.0000
ENST00000417289	ENSG00000237289	1.0000
ENST00000417945	ENSG00000231396	0.5731
ENST00000418185	ENSG00000174428	0.9197
ENST00000418198	ENSG00000222011	0.5258
ENST00000418260	ENSG00000233381	0.6095
ENST00000418265	ENSG00000261796	0.6834
ENST00000418406	ENSG00000169402	0.9228
ENST00000418904	ENSG00000154978	0.6682
ENST00000418956	ENSG00000244395	1.0000
ENST00000419133	ENSG00000100031	0.5074
ENST00000419165	ENSG00000158427	0.7437
ENST00000419180	ENSG00000169246	1.0000
ENST00000419187	ENSG00000266028	0.9242
ENST00000419194	ENSG00000226023	0.9646
ENST00000419275	ENSG00000236334	0.7629
ENST00000419390	ENSG00000196912	0.5441
ENST00000419477	ENSG00000164924	0.6308
ENST00000419699	ENSG00000160221	0.9362
ENST00000419782	ENSG00000189357	0.9317
ENST00000419795	ENSG00000225396	0.9762
ENST00000419890	ENSG00000175106	0.5047
ENST00000419982	ENSG00000226685	1.0000
ENST00000420162	ENSG00000223510	0.6970
ENST00000420398	ENSG00000237671	1.0000
ENST00000420463	ENSG00000063046	0.5305
ENST00000420699	ENSG00000135976	0.6275
ENST00000420765	ENSG00000168781	0.5942
ENST00000420848	ENSG00000172661	0.7005
ENST00000420869	ENSG00000223417	0.8555
ENST00000420911	ENSG00000271079	0.9760
ENST00000420937	ENSG00000170160	0.8146
ENST00000421016	ENSG00000187607	0.5840
ENST00000421196	ENSG00000151632	0.5888
ENST00000421285	ENSG00000215186	0.8781
ENST00000421715	ENSG00000236637	0.5825
ENST00000421798	ENSG00000235961	0.6144
ENST00000422085	ENSG00000183305	1.0000
ENST00000422549	ENSG00000237763	1.0000
ENST00000422680	ENSG00000269335	0.6646
ENST00000422892	ENSG00000197620	0.6439
ENST00000423137	ENSG00000198466	0.5983
ENST00000423263	ENSG00000152076	0.5789
ENST00000423646	ENSG00000091073	0.6310
ENST00000423647	ENSG00000258992	0.9377
ENST00000423661	ENSG00000224107	0.8649
ENST00000423676	ENSG00000170298	0.7596
ENST00000423678	ENSG00000243480	0.8589
ENST00000423993	ENSG00000183305	1.0000
ENST00000424157	ENSG00000230358	0.8065
ENST00000424340	ENSG00000243716	0.9932
ENST00000424549	ENSG00000183426	0.9954
ENST00000424576	ENSG00000089009	0.5056
ENST00000424594	ENSG00000228927	0.9591
ENST00000424818	ENSG00000146707	0.7410
ENST00000424959	ENSG00000173171	0.5539
ENST00000424988	ENSG00000144063	0.5207
ENST00000425098	ENSG00000079974	0.6590
ENST00000425410	ENSG00000174876	1.0000
ENST00000425520	ENSG00000225899	0.8758
ENST00000425618	ENSG00000170379	0.9073
ENST00000425700	ENSG00000224389	0.9414
ENST00000425780	ENSG00000091073	0.7067
ENST00000425895	ENSG00000100031	0.7052
ENST00000426000	ENSG00000188120	1.0000
ENST00000426310	ENSG00000162959	0.5629
ENST00000426364	ENSG00000224107	0.8814
ENST00000426406	ENSG00000284733	1.0000
ENST00000426950	ENSG00000233803	1.0000
ENST00000427024	ENSG00000173272	0.5420
ENST00000427178	ENSG00000144063	0.6869
ENST00000427417	ENSG00000173163	0.5822
ENST00000427686	ENSG00000238210	0.8544
ENST00000427700	ENSG00000154978	0.5570
ENST00000427803	ENSG00000160221	0.9146
ENST00000427877	ENSG00000168781	0.9196
ENST00000427997	ENSG00000153107	0.7357
ENST00000427999	ENSG00000233024	1.0000
ENST00000428054	ENSG00000173852	0.5765
ENST00000428082	ENSG00000175106	0.5856
ENST00000428097	ENSG00000154978	0.6068
ENST00000428128	ENSG00000187627	0.9980
ENST00000428169	ENSG00000147403	0.6062
ENST00000428236	ENSG00000197620	0.6099
ENST00000428648	ENSG00000154978	0.6727
ENST00000428649	ENSG00000275969	0.9621
ENST00000428650	ENSG00000242866	0.8680
ENST00000428845	ENSG00000236424	0.9724
ENST00000428855	ENSG00000100031	0.5011
ENST00000428956	ENSG00000244731	0.9434
ENST00000428981	ENSG00000237289	1.0000
ENST00000429029	ENSG00000105993	0.5960
ENST00000429039	ENSG00000168757	0.8498
ENST00000429176	ENSG00000168781	1.0000
ENST00000429181	ENSG00000182378	1.0000
ENST00000429243	ENSG00000205352	0.5439
ENST00000429667	ENSG00000232399	0.9711
ENST00000429800	ENSG00000147996	0.9603
ENST00000429828	ENSG00000188199	0.9429
ENST00000429905	ENSG00000284800	0.9798
ENST00000429984	ENSG00000228570	0.8173
ENST00000429990	ENSG00000196436	0.7297
ENST00000430013	ENSG00000160200	0.9444
ENST00000430059	ENSG00000147996	0.9356
ENST00000430101	ENSG00000099977	1.0000
ENST00000430211	ENSG00000178809	0.9516
ENST00000430289	ENSG00000100031	0.5587
ENST00000430419	ENSG00000166160	1.0000
ENST00000430448	ENSG00000224089	1.0000
ENST00000430580	ENSG00000219481	0.6017
ENST00000430736	ENSG00000015568	1.0000
ENST00000430923	ENSG00000182378	1.0000
ENST00000431067	ENSG00000228278	0.5797
ENST00000431227	ENSG00000186523	0.8826
ENST00000431583	ENSG00000154330	0.6526
ENST00000431642	ENSG00000170632	0.5465
ENST00000431655	ENSG00000196550	0.9135
ENST00000431716	ENSG00000223510	0.6779
ENST00000431962	ENSG00000168781	1.0000
ENST00000431993	ENSG00000283697	0.8368
ENST00000432085	ENSG00000180509	0.8857
ENST00000432134	ENSG00000206140	0.8979
ENST00000432305	ENSG00000051596	0.8742
ENST00000432318	ENSG00000198223	1.0000
ENST00000432436	ENSG00000242866	0.9796
ENST00000432457	ENSG00000170144	0.6516
ENST00000432523	ENSG00000196433	1.0000
ENST00000432606	ENSG00000015568	1.0000
ENST00000432757	ENSG00000185291	1.0000
ENST00000433030	ENSG00000236371	1.0000
ENST00000433039	ENSG00000183246	0.9841
ENST00000433083	ENSG00000111752	0.7874
ENST00000433458	ENSG00000158517	0.7935
ENST00000433959	ENSG00000154978	0.6648
ENST00000434031	ENSG00000174748	0.5446
ENST00000434041	ENSG00000228696	1.0000
ENST00000434114	ENSG00000099290	0.7003
ENST00000434274	ENSG00000169756	0.5430
ENST00000434307	ENSG00000178287	0.7696
ENST00000434353	ENSG00000197620	0.5269
ENST00000434397	ENSG00000186787	0.6059
ENST00000434423	ENSG00000196313	0.6491
ENST00000434505	ENSG00000223572	0.8735
ENST00000434632	ENSG00000186281	0.6493
ENST00000434739	ENSG00000140478	0.9311
ENST00000434815	ENSG00000234278	1.0000
ENST00000434883	ENSG00000228517	1.0000
ENST00000434929	ENSG00000152076	0.6638
ENST00000434937	ENSG00000223638	0.7871
ENST00000435118	ENSG00000079974	0.6483
ENST00000435122	ENSG00000231852	0.6296
ENST00000435324	ENSG00000233232	0.9273
ENST00000435330	ENSG00000147604	0.6382
ENST00000435358	ENSG00000189409	0.9387
ENST00000435363	ENSG00000224389	0.9434
ENST00000435395	ENSG00000169402	0.8533
ENST00000435397	ENSG00000233917	0.9912
ENST00000435711	ENSG00000170144	0.6129
ENST00000435753	ENSG00000013573	0.5019
ENST00000435861	ENSG00000091073	0.6198
ENST00000436041	ENSG00000274764	0.8629
ENST00000436146	ENSG00000174748	0.5521
ENST00000436228	ENSG00000173678	1.0000
ENST00000436473	ENSG00000147403	0.5556
ENST00000436583	ENSG00000158427	1.0000
ENST00000436958	ENSG00000079974	0.6642
ENST00000437065	ENSG00000168781	1.0000
ENST00000437167	ENSG00000183054	1.0000
ENST00000437300	ENSG00000237700	0.8445
ENST00000437534	ENSG00000237289	0.6724
ENST00000437679	ENSG00000256977	1.0000
ENST00000437818	ENSG00000233050	1.0000
ENST00000437823	ENSG00000276581	0.9891
ENST00000437924	ENSG00000237289	1.0000
ENST00000437957	ENSG00000189152	1.0000
ENST00000437966	ENSG00000175344	0.7595
ENST00000438063	ENSG00000230031	1.0000
ENST00000438167	ENSG00000069764	0.6415
ENST00000438306	ENSG00000234545	0.5140
ENST00000438391	ENSG00000013573	0.5128
ENST00000438525	ENSG00000235699	1.0000
ENST00000438643	ENSG00000100031	0.5363
ENST00000438696	ENSG00000184911	1.0000
ENST00000438709	ENSG00000196912	1.0000
ENST00000438826	ENSG00000175106	0.5977
ENST00000438930	ENSG00000091073	0.6074
ENST00000438958	ENSG00000215252	0.6413
ENST00000439061	ENSG00000177990	0.5021
ENST00000439195	ENSG00000168781	0.7691
ENST00000439211	ENSG00000228716	0.7216
ENST00000439254	ENSG00000186281	0.8793
ENST00000439466	ENSG00000237957	1.0000
ENST00000439629	ENSG00000272391	0.6748
ENST00000439682	ENSG00000233917	0.9743
ENST00000440066	ENSG00000205916	1.0000
ENST00000440125	ENSG00000242866	0.8250
ENST00000440137	ENSG00000236362	1.0000
ENST00000440215	ENSG00000238074	1.0000
ENST00000440247	ENSG00000184911	1.0000
ENST00000440286	ENSG00000269335	0.7309
ENST00000440483	ENSG00000228927	0.9309
ENST00000440605	ENSG00000170074	0.8306
ENST00000441030	ENSG00000160200	0.9438
ENST00000441159	ENSG00000170379	0.5941
ENST00000441322	ENSG00000237289	0.8575
ENST00000441330	ENSG00000236126	1.0000
ENST00000441344	ENSG00000015568	1.0000
ENST00000441393	ENSG00000146707	0.7772
ENST00000441549	ENSG00000140992	0.5986
ENST00000441670	ENSG00000152076	0.7611
ENST00000441693	ENSG00000164366	0.6337
ENST00000441888	ENSG00000204531	0.6445
ENST00000442021	ENSG00000158517	0.8215
ENST00000442336	ENSG00000203747	0.5870
ENST00000442437	ENSG00000224659	0.8877
ENST00000442516	ENSG00000091073	0.9140
ENST00000442650	ENSG00000213366	0.5068
ENST00000442898	ENSG00000181404	0.8777
ENST00000442922	ENSG00000102076	0.8936
ENST00000442997	ENSG00000187134	0.5968
ENST00000443003	ENSG00000168028	0.5562
ENST00000443019	ENSG00000182378	1.0000
ENST00000443455	ENSG00000196912	0.5310
ENST00000443457	ENSG00000240445	0.8571
ENST00000443583	ENSG00000106714	0.7727
ENST00000443774	ENSG00000225899	0.8758
ENST00000443782	ENSG00000172650	0.8107
ENST00000444056	ENSG00000236424	0.9716
ENST00000444166	ENSG00000173163	0.5841
ENST00000444280	ENSG00000169084	1.0000
ENST00000444587	ENSG00000196565	0.8502
ENST00000444908	ENSG00000170379	0.8745
ENST00000444948	ENSG00000150337	0.8843
ENST00000445062	ENSG00000182378	1.0000
ENST00000445148	ENSG00000215269	1.0000
ENST00000445385	ENSG00000186788	0.7688
ENST00000445522	ENSG00000176945	0.5904
ENST00000445552	ENSG00000185829	0.9424
ENST00000445622	ENSG00000269335	0.6972
ENST00000445716	ENSG00000234545	0.5526
ENST00000446221	ENSG00000183474	0.9340
ENST00000446444	ENSG00000213759	0.5254
ENST00000446723	ENSG00000187191	1.0000
ENST00000446930	ENSG00000183054	1.0000
ENST00000447012	ENSG00000249437	0.8199
ENST00000447036	ENSG00000115042	0.5534
ENST00000447234	ENSG00000176945	0.5323
ENST00000447409	ENSG00000178809	0.9502
ENST00000447472	ENSG00000182378	1.0000
ENST00000447530	ENSG00000183305	1.0000
ENST00000447870	ENSG00000183569	0.8277
ENST00000448048	ENSG00000188234	0.9405
ENST00000448228	ENSG00000186523	0.8831
ENST00000448331	ENSG00000266302	0.7693
ENST00000448387	ENSG00000232653	0.8936
ENST00000448456	ENSG00000213030	0.8534
ENST00000448477	ENSG00000182378	1.0000
ENST00000448514	ENSG00000100121	0.6373
ENST00000448874	ENSG00000187514	0.5857
ENST00000448984	ENSG00000204449	0.8604
ENST00000449051	ENSG00000224807	0.7403
ENST00000449317	ENSG00000157322	0.8891
ENST00000449428	ENSG00000182534	0.5799
ENST00000449498	ENSG00000233816	0.8044
ENST00000449622	ENSG00000160221	0.9343
ENST00000449750	ENSG00000205916	1.0000
ENST00000449946	ENSG00000237289	1.0000
ENST00000449970	ENSG00000105808	0.9609
ENST00000450214	ENSG00000127314	0.6289
ENST00000450434	ENSG00000178809	0.9460
ENST00000450602	ENSG00000197620	0.5150
ENST00000450670	ENSG00000132274	0.6594
ENST00000450673	ENSG00000228696	0.9231
ENST00000450892	ENSG00000242866	0.8575
ENST00000450895	ENSG00000243627	1.0000
ENST00000450954	ENSG00000144134	0.6614
ENST00000451013	ENSG00000196275	0.8555
ENST00000451248	ENSG00000160200	1.0000
ENST00000451311	ENSG00000205542	0.6608
ENST00000451343	ENSG00000168477	0.8378
ENST00000451366	ENSG00000100031	0.5018
ENST00000451367	ENSG00000153107	0.5921
ENST00000451531	ENSG00000196834	0.8881
ENST00000451548	ENSG00000258992	0.9371
ENST00000451769	ENSG00000091073	0.6782
ENST00000451928	ENSG00000174827	0.7143
ENST00000452123	ENSG00000227151	1.0000
ENST00000452145	ENSG00000204172	0.8157
ENST00000452190	ENSG00000188610	0.8142
ENST00000452267	ENSG00000189090	0.9659
ENST00000452313	ENSG00000233232	0.7390
ENST00000452800	ENSG00000198062	0.8702
ENST00000452831	ENSG00000144134	0.6867
ENST00000452886	ENSG00000185176	0.6646
ENST00000453080	ENSG00000168781	1.0000
ENST00000453150	ENSG00000183305	1.0000
ENST00000453256	ENSG00000154978	0.5532
ENST00000453363	ENSG00000136488	0.8070
ENST00000453397	ENSG00000206140	0.8708
ENST00000453528	ENSG00000228372	0.8656
ENST00000453542	ENSG00000186281	0.6367
ENST00000453733	ENSG00000237289	1.0000
ENST00000453782	ENSG00000237289	1.0000
ENST00000454227	ENSG00000154978	0.6574
ENST00000454250	ENSG00000175344	0.6679
ENST00000454397	ENSG00000146707	0.7509
ENST00000454549	ENSG00000163040	0.7688
ENST00000454551	ENSG00000238210	0.8814
ENST00000454745	ENSG00000240445	0.8312
ENST00000454806	ENSG00000099290	0.6611
ENST00000454856	ENSG00000230031	1.0000
ENST00000454911	ENSG00000178287	0.6564
ENST00000454971	ENSG00000126251	0.7796
ENST00000454978	ENSG00000169800	0.9851
ENST00000455020	ENSG00000173678	0.9857
ENST00000455136	ENSG00000242866	0.8877
ENST00000455198	ENSG00000169016	0.5173
ENST00000455618	ENSG00000155026	0.7946
ENST00000455695	ENSG00000183054	1.0000
ENST00000455763	ENSG00000130305	0.5372
ENST00000455918	ENSG00000156508	0.6503
ENST00000456172	ENSG00000181315	0.8393
ENST00000456188	ENSG00000136682	0.7932
ENST00000456303	ENSG00000206140	0.9326
ENST00000456464	ENSG00000223569	0.8983
ENST00000456475	ENSG00000230178	1.0000
ENST00000456520	ENSG00000215126	0.8234
ENST00000456556	ENSG00000174501	0.5147
ENST00000456590	ENSG00000091073	0.9156
ENST00000456705	ENSG00000241945	0.8477
ENST00000456869	ENSG00000100031	0.6449
ENST00000457020	ENSG00000226929	0.9985
ENST00000457222	ENSG00000228927	0.9604
ENST00000457309	ENSG00000164924	0.5195
ENST00000457413	ENSG00000152076	0.7798
ENST00000457529	ENSG00000091073	0.7378
ENST00000457643	ENSG00000197172	0.5993
ENST00000457648	ENSG00000223572	1.0000
ENST00000457736	ENSG00000233136	1.0000
ENST00000457775	ENSG00000283463	0.8360
ENST00000457977	ENSG00000230347	1.0000
ENST00000458057	ENSG00000183305	1.0000
ENST00000458091	ENSG00000278803	0.9451
ENST00000458170	ENSG00000225396	0.9800
ENST00000458218	ENSG00000242362	1.0000
ENST00000458223	ENSG00000160200	0.9320
ENST00000458337	ENSG00000173163	0.5416
ENST00000458472	ENSG00000224440	1.0000
ENST00000458478	ENSG00000168028	0.5514
ENST00000458500	ENSG00000147403	0.5265
ENST00000458665	ENSG00000164871	0.7613
ENST00000459639	ENSG00000160201	0.9451
ENST00000459885	ENSG00000143226	0.6448
ENST00000460277	ENSG00000117262	0.8859
ENST00000460465	ENSG00000008128	0.5937
ENST00000460621	ENSG00000124333	1.0000
ENST00000460672	ENSG00000182162	1.0000
ENST00000460743	ENSG00000065371	0.6740
ENST00000460948	ENSG00000186787	0.7581
ENST00000460972	ENSG00000187701	0.5379
ENST00000461153	ENSG00000135976	0.6348
ENST00000461209	ENSG00000105808	0.9840
ENST00000461509	ENSG00000172236	0.7878
ENST00000461671	ENSG00000143702	0.5810
ENST00000461691	ENSG00000214717	1.0000
ENST00000461786	ENSG00000188092	0.9530
ENST00000461815	ENSG00000140992	0.9247
ENST00000462172	ENSG00000105808	0.9628
ENST00000462250	ENSG00000125459	0.7743
ENST00000462691	ENSG00000197021	0.5785
ENST00000462900	ENSG00000117262	0.9751
ENST00000464218	ENSG00000124614	0.5333
ENST00000464525	ENSG00000168255	0.9072
ENST00000464750	ENSG00000160201	1.0000
ENST00000464847	ENSG00000187607	0.5874
ENST00000464878	ENSG00000158517	0.7336
ENST00000464936	ENSG00000143702	0.6478
ENST00000464963	ENSG00000214946	0.6127
ENST00000465014	ENSG00000172785	0.8461
ENST00000465474	ENSG00000147996	0.9243
ENST00000465545	ENSG00000214562	0.9548
ENST00000465829	ENSG00000170667	0.8945
ENST00000466542	ENSG00000244682	0.7804
ENST00000466593	ENSG00000117262	0.8999
ENST00000466779	ENSG00000231852	0.5974
ENST00000467526	ENSG00000154545	1.0000
ENST00000467626	ENSG00000205755	1.0000
ENST00000467791	ENSG00000215126	0.7479
ENST00000467907	ENSG00000065371	0.5168
ENST00000467992	ENSG00000163040	0.5561
ENST00000468451	ENSG00000079974	0.6560
ENST00000468509	ENSG00000196550	0.8474
ENST00000468618	ENSG00000188092	0.8773
ENST00000469053	ENSG00000231852	0.5586
ENST00000469921	ENSG00000147996	0.8559
ENST00000470195	ENSG00000132196	0.8314
ENST00000470691	ENSG00000271321	0.9459
ENST00000470743	ENSG00000143252	0.5072
ENST00000471278	ENSG00000181315	0.7783
ENST00000471529	ENSG00000204531	0.5369
ENST00000471671	ENSG00000231852	0.6528
ENST00000471847	ENSG00000050327	0.7975
ENST00000471903	ENSG00000188610	0.8166
ENST00000471932	ENSG00000154545	1.0000
ENST00000472264	ENSG00000189409	0.6187
ENST00000472595	ENSG00000184911	1.0000
ENST00000472837	ENSG00000174428	0.9189
ENST00000474361	ENSG00000197976	1.0000
ENST00000474434	ENSG00000188611	0.8667
ENST00000474455	ENSG00000205670	1.0000
ENST00000474706	ENSG00000140992	0.7010
ENST00000474817	ENSG00000050327	0.6792
ENST00000474913	ENSG00000104818	0.7806
ENST00000475248	ENSG00000162244	0.5299
ENST00000475990	ENSG00000172785	0.8875
ENST00000476139	ENSG00000171928	0.7257
ENST00000476151	ENSG00000267645	0.9249
ENST00000476161	ENSG00000147996	0.9502
ENST00000476465	ENSG00000172780	0.5857
ENST00000476961	ENSG00000154529	1.0000
ENST00000478048	ENSG00000196873	0.9942
ENST00000478281	ENSG00000231852	0.5593
ENST00000478381	ENSG00000204152	0.6573
ENST00000478393	ENSG00000106526	0.5445
ENST00000478708	ENSG00000140992	1.0000
ENST00000478825	ENSG00000169084	1.0000
ENST00000479017	ENSG00000162244	0.5537
ENST00000479351	ENSG00000154529	0.7391
ENST00000479362	ENSG00000008128	0.5700
ENST00000479408	ENSG00000178104	0.5874
ENST00000479814	ENSG00000189409	0.9779
ENST00000479867	ENSG00000065371	0.5199
ENST00000479870	ENSG00000198420	0.7963
ENST00000480036	ENSG00000181315	0.7615
